Departure,Arrival,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a
BNA,MSP,20-Apr,49,100,100,100,0,0,0.33,0.73,10.73,0.49,0.98,0.02,1.69,0.59
BNA,MSY,20-Apr,53,98.11,98.11,98.11,0,0,0.51,1.03,9.17,0.58,1.38,1.63,2.45,1.25
BNA,OAK,20-Apr,15,93.33,93.33,80,0,0,1.8,2.35,10.4,2.93,2.93,0.12,7.13,5.8
BNA,ORD,20-Apr,181,97.24,96.13,98.9,0,0,1.03,2.2,13.45,1.42,2.17,2.66,0.08,0.46
BNA,PBI,20-Apr,1,0,0,100,0,0,16,0,9,15,0,0.2,0,11
BNA,PHL,20-Apr,89,98.88,98.88,98.88,0,0,0.75,2.14,11.34,1.12,1.63,1.14,0.04,0.2
BNA,PHX,20-Apr,67,94.03,94.03,91.04,0,0,2,1.63,9.69,2.78,0.78,0.23,5.07,4.73
BNA,PIT,20-Apr,24,100,100,100,0,0,0,1.31,9.29,0.13,2.13,0.47,0.04,0
BNA,RDU,20-Apr,32,96.88,96.88,96.88,0,0,1.09,1.32,9.5,1.25,0.38,0.11,0.16,0.78
BNA,RSW,20-Apr,13,100,100,100,0,0,0.62,0.98,8.92,0.62,2.08,0.15,0.08,0
BNA,SAN,20-Apr,12,100,100,75,0,0,0,0.98,9,0,2.33,0.39,11.08,7
BNA,SAT,20-Apr,25,100,100,96,0,0,0,0.86,8.88,0.04,0.12,0.1,5.08,2.4
BNA,SDF,20-Apr,1,100,100,100,0,0,7,2,12,9,0,0.1,0,0
BNA,SEA,20-Apr,21,100,100,100,0,0,0.48,4.67,14.67,1.38,1.76,0.83,0,0
BNA,SJC,20-Apr,1,100,100,100,0,0,0,2.6,11,0,2,0.8,4,1
BNA,SLC,20-Apr,4,75,75,75,0,0,9,0,12.5,7,6,3.45,6,13
BNA,STL,20-Apr,31,100,100,100,0,0,0.29,1.09,9.19,0.48,0.1,0.1,0.06,0.03
BNA,TPA,20-Apr,54,98.15,98.15,96.3,0,0,1.07,1.87,10.13,1.37,0.78,0.69,0.94,1.69
BNA,VNY,20-Apr,2,50,50,50,0,0,40,0,9.5,39.5,0,0,0,39
BOS,ANC,20-Apr,5,80,80,80,0,0,6.6,0,12.4,6,1.8,0.76,1.6,6.6
BOS,ATL,20-Apr,123,99.19,98.37,95.12,0,0,0.44,0.88,13,0.78,1.46,0.53,3.21,1.98
BOS,AUS,20-Apr,26,100,100,96.15,0,0,1.04,0.88,12.42,1.23,0.62,0.92,3.88,2.81
BOS,BNA,20-Apr,61,96.72,96.72,98.36,0,0,0.95,0.26,10.31,0.75,0.9,0.72,1.34,0.85
BOS,BUF,20-Apr,14,92.86,92.86,85.71,0,0,3.36,0.21,11.93,3.29,0.36,1.75,1.21,4.57
BOS,BWI,20-Apr,79,96.2,96.2,96.2,0,0,3.01,0.66,10.01,3.28,0,3.2,0.54,2.46
BOS,CLE,20-Apr,16,100,100,100,0,0,1.06,0.55,12.5,1,0.69,0.95,0,0
BOS,CLT,20-Apr,137,96.35,93.43,95.62,0,0,2.36,2.93,14.75,3.54,1.55,1.69,1.48,2.32
BOS,CVG,20-Apr,23,91.3,91.3,95.65,0,0,1.83,0.54,13.35,2.3,0.7,0.29,0.3,2.13
BOS,DAL,20-Apr,16,93.75,93.75,81.25,0,0,1.25,1.39,11.56,2.63,2.94,0.29,7.63,7.69
BOS,DCA,20-Apr,105,96.19,94.29,98.1,0,0,1.44,1.41,13.1,1.86,2,1.16,0.43,0.7
BOS,DEN,20-Apr,67,92.54,92.54,97.01,0,0,2.34,0.41,11.28,2.21,2.48,0.89,0.49,1.33
BOS,DFW,20-Apr,83,91.57,89.16,89.16,0,0,5.42,3.68,15.73,6.65,1.93,4.93,4.65,6.89
BOS,DTW,20-Apr,110,97.27,95.45,94.55,0,0,1.68,0.6,12.61,1.88,1.55,0.91,2.59,2.52
BOS,EWR,20-Apr,18,88.89,88.89,94.44,0,0,5.5,1.58,13.11,6.22,0,2.17,0,3.56
BOS,FLL,20-Apr,93,96.77,93.55,91.4,0,0,1.97,2.06,14.3,2.8,0.44,1.84,2.92,2.84
BOS,HOU,20-Apr,19,94.74,94.74,89.47,0,0,1.16,0,9.16,0.79,2.89,0.74,5.79,4.74
BOS,HPN,20-Apr,1,100,100,100,0,0,0,0,13,0,0,0.4,0,0
BOS,IAD,20-Apr,31,96.77,93.55,90.32,0,0,1.61,1.41,12.87,2.35,1.03,0.13,5.55,6.68
BOS,IAH,20-Apr,21,90.48,90.48,95.24,0,0,3.86,0.48,11.38,3.33,2.86,0.86,3.48,2.19
BOS,IND,20-Apr,1,100,100,100,0,0,0,0,10,0,6,1.2,0,0
BOS,JAX,20-Apr,10,90,90,100,0,0,3.5,1.11,14.3,3.6,0.5,0.71,2,1.2
BOS,JFK,20-Apr,133,92.48,90.23,97.74,0,0,2.71,1.39,13.29,3.15,1.08,1.49,0.61,1.47
BOS,LAS,20-Apr,26,100,92.31,100,0,0,0.77,2,14.04,1.62,2.27,1.01,0.88,0.08
BOS,LAX,20-Apr,92,95.65,94.57,97.83,0,0,1.05,2.13,14.61,1.9,1.33,0.95,1.55,1.23
BOS,LGA,20-Apr,53,92.45,92.45,98.11,0,0,2.85,2.23,14.47,3.23,3.34,0.62,0,0.81
BOS,MCI,20-Apr,5,80,80,40,0,0,9,3.1,16.4,11.4,6.6,0.78,4.2,16.4
BOS,MCO,20-Apr,78,96.15,93.59,92.31,0,0,3.27,1.68,14.04,4.1,0.44,2.67,1.81,3.45
BOS,MDW,20-Apr,51,96.08,96.08,98.04,0,0,1.14,0.21,9.78,0.98,0.71,1.11,0.06,0.29
BOS,MIA,20-Apr,82,97.56,96.34,97.56,0,0,1.68,3.38,15.11,2.33,0.45,0.05,1.22,0.99
BOS,MSP,20-Apr,65,100,95.38,95.38,0,0,0.23,1.8,14.63,1.37,3.14,0.28,2.52,1.68
BOS,MSY,20-Apr,21,95.24,90.48,95.24,0,0,0.71,2.29,14.05,2.1,0.62,0.9,3.48,2.05
BOS,ORD,20-Apr,149,97.32,95.97,100,0,0,0.97,2.56,14.15,1.56,0.91,1.81,0.1,0.14
BOS,PBI,20-Apr,45,95.56,95.56,91.11,0,0,1.11,1.17,13.62,1.27,0.42,1.58,1.78,1.96
BOS,PDX,20-Apr,3,100,100,100,0,0,0,0.6,14.67,0,0,0.47,0,0
BOS,PHL,20-Apr,118,95.76,93.22,98.31,0,0,1.95,2.12,13.9,2.69,2.71,1.48,0.5,1.44
BOS,PHX,20-Apr,61,91.8,91.8,93.44,0,0,3.79,2.22,14.23,4.16,2.51,1.02,2.25,2.59
BOS,PIT,20-Apr,20,100,100,100,0,0,0,1.38,13.7,0,1.1,1.65,0,0
BOS,RDU,20-Apr,28,100,100,100,0,0,0.86,0.4,12.07,0.82,0.5,1.91,0,0.21
BOS,RSW,20-Apr,78,96.15,92.31,94.87,0,0,2.85,1.77,14.47,3.4,0.64,2.81,1.42,1.45
BOS,SAN,20-Apr,17,100,100,100,0,0,0,0.79,13.41,0,2.82,0.86,0.65,0.18
BOS,SEA,20-Apr,37,97.3,97.3,97.3,0,0,0.57,2.55,15.86,1.11,1.59,1.68,0,0.41
BOS,SFO,20-Apr,39,89.74,89.74,94.87,0,0,2.9,2.15,14.69,3.67,2.54,0.28,1.36,1.9
BOS,SJC,20-Apr,2,100,100,100,0,0,0,0,11,0,3,1.6,0,0
BOS,SJU,20-Apr,36,88.89,83.33,88.89,0,0,3.97,2.58,15.17,5.33,1.22,5.56,5.06,6.61
BOS,SLC,20-Apr,21,100,100,95.24,0,0,0.52,0.62,13.67,0.48,3.67,1.54,2.33,2.33
BOS,STL,20-Apr,37,100,97.3,97.3,0,0,0.41,1.42,11.19,1.19,0.51,0.48,1,1.03
BOS,TEB,20-Apr,2,100,100,100,0,0,0,4.8,18,5,3,0,3,7
BOS,TPA,20-Apr,43,93.02,90.7,95.35,0,0,1.95,2.55,15.02,3.07,0.81,1.12,1.72,1.77
BUF,ATL,20-Apr,29,100,100,100,0,0,0.03,1.79,12.21,0.45,2.86,0.1,2.69,0.76
BUF,BNA,20-Apr,2,100,100,100,0,0,0,0.1,7,0,1,0,0,0
BUF,BOS,20-Apr,13,100,100,100,0,0,0,0.05,8.23,0,0,0.86,0,0
BUF,BWI,20-Apr,35,97.14,97.14,97.14,0,0,0.97,1.01,7.74,1.46,0.29,1.11,0.69,1.11
BUF,CLT,20-Apr,40,95,87.5,97.5,0,0,1.95,3.47,12.98,3.95,2.67,1.91,1.1,1.4
BUF,DEN,20-Apr,10,100,100,100,0,0,1.3,0.58,7.7,1.4,3.6,0.18,0,0
BUF,DFW,20-Apr,22,95.45,95.45,95.45,0,0,3.64,2.87,12.86,4.73,0.27,4.27,0.18,3
BUF,DTW,20-Apr,3,100,100,100,0,0,0,3.87,14,0,2.67,1.3,0,0
BUF,EWR,20-Apr,2,100,100,100,0,0,0,0,9,0,3,0.25,0,0
BUF,FLL,20-Apr,18,100,100,94.44,0,0,0,1.47,8.61,0.5,0.44,2.7,4.28,2.56
BUF,IAD,20-Apr,26,92.31,92.31,88.46,0,0,4.27,5.82,15.42,6.58,8.42,0.17,1.92,4.96
BUF,JFK,20-Apr,28,100,100,100,0,0,0.25,0.12,7.86,0.18,0,0.49,0,0
BUF,LAS,20-Apr,18,100,100,94.44,0,0,0.17,0.19,6.94,0.06,3.56,0.5,2,2.17
BUF,MCO,20-Apr,46,95.65,95.65,95.65,0,0,2.74,1.42,8.91,3.17,1.76,0.7,1.35,3.07
BUF,MDW,20-Apr,22,100,100,100,0,0,0,1.84,8.55,0.59,0.95,0.67,0.68,0
BUF,ORD,20-Apr,76,97.37,93.42,100,0,0,0.79,3.24,12.45,2.2,2.09,1.46,0.5,0.14
BUF,PBI,20-Apr,1,0,0,0,0,0,29,0.8,11,30,0,0.2,0,26
BUF,PHL,20-Apr,35,94.29,94.29,94.29,0,0,3.77,2.32,11.94,4.86,5.26,2.76,0.06,3.2
BUF,PHX,20-Apr,11,100,100,90.91,0,0,0.36,0.33,7.36,0.18,2.45,0.07,3.27,2.55
BUF,RSW,20-Apr,7,100,100,100,0,0,0,0.89,8.43,0.86,0,0.07,0,0.57
BUF,TPA,20-Apr,26,100,100,96.15,0,0,0.42,0.88,7.77,0.96,0.88,0.18,3.08,1.88
BUR,AUS,20-Apr,1,0,0,0,0,0,24,0.7,10,25,0,0,0,24
BUR,BNA,20-Apr,2,100,100,100,0,0,0,2,10,0,1,0,0,0
BUR,DAL,20-Apr,16,100,100,100,0,0,0.06,1.69,9.63,0.5,3.56,0.08,0.44,0
BUR,DEN,20-Apr,61,98.36,98.36,98.36,0,0,1.52,1.67,10.8,1.72,3.64,0.8,0,1.28
BUR,DFW,20-Apr,32,96.88,93.75,96.88,0,0,5.06,9.04,18.34,10.38,2.31,2.53,0.03,4.66
BUR,HOU,20-Apr,1,100,100,100,0,0,0,2,10,0,2,1.6,0,0
BUR,JFK,20-Apr,3,100,100,100,0,0,0,6.37,15.67,0,0,2.1,0,0
BUR,LAS,20-Apr,93,95.7,95.7,95.7,0,0,1.19,1.89,10.04,1.89,0.12,1.08,0.25,1.39
BUR,LGB,20-Apr,1,100,100,100,0,0,0,4.7,14,5,0,0.5,0,0
BUR,MDW,20-Apr,6,100,100,100,0,0,0,1.33,9.33,0.67,2.5,0.23,0,0
BUR,OAK,20-Apr,112,93.75,92.86,91.96,0,0,3.29,1.77,9.95,4.21,2.4,0.52,1.63,4.53
BUR,OGG,20-Apr,1,100,100,100,0,0,0,2.7,12,3,0,0,0,0
BUR,PDX,20-Apr,22,100,100,100,0,0,0,2.23,13.36,0.32,1.36,0.64,0,0
BUR,PHX,20-Apr,69,89.86,89.86,94.2,1,26,3.01,1.43,9.54,3.78,0.36,0.53,0.48,2.81
BUR,SEA,20-Apr,29,100,100,96.55,0,0,0,2.31,13.41,0.72,9.1,4.18,1.66,0.55
BUR,SFO,20-Apr,78,98.72,98.72,98.72,0,0,1.17,2.1,11.15,1.62,1.9,0.51,0,0.81
BUR,SJC,20-Apr,88,96.59,96.59,95.45,0,0,1.52,1.56,9.51,1.74,0.64,0.8,1.09,2.14
BUR,SLC,20-Apr,85,98.82,97.65,97.65,0,0,0.41,1.47,11.59,0.75,1.31,1.05,0.53,0.62
BUR,SMF,20-Apr,93,97.85,97.85,97.85,0,0,1.29,1.92,9.76,1.66,0.63,0.15,0.16,0.92
BUR,SNA,20-Apr,3,100,100,100,0,0,0,3.9,13,4,1.67,0,2.67,4.67
BUR,TEB,20-Apr,5,40,40,40,0,0,26.8,0.96,10.2,28,2.8,0,3,29.6
BUR,VNY,20-Apr,4,25,25,50,0,0,28.25,0.85,9.75,29,2.75,0,2,22.5
BWI,ABQ,20-Apr,13,92.31,92.31,92.31,0,0,5.15,2.15,10.85,5.38,1.46,0.52,2,5.92
BWI,ANC,20-Apr,3,66.67,66.67,66.67,0,0,10,3.4,12.67,13,2.67,0.87,2,8.67
BWI,ATL,20-Apr,133,97.74,97.74,96.99,0,0,0.78,0.81,9.86,1.03,0.14,0.51,1.23,1.21
BWI,AUS,20-Apr,46,100,97.83,84.78,0,0,0.2,1.8,10.39,0.65,1.91,0.77,6.72,4.22
BWI,BDL,20-Apr,75,94.67,93.33,96,0,0,2.79,1.16,9.51,2.99,0.72,0.3,0.09,2.12
BWI,BHM,20-Apr,23,100,100,100,0,0,0.26,2.41,10.7,1.17,1.91,0.03,2,1.04
BWI,BNA,20-Apr,72,95.83,95.83,94.44,0,0,1.36,1.5,9.97,1.67,1.22,0.65,3.25,2.46
BWI,BOS,20-Apr,102,96.08,96.08,99.02,0,0,1.31,1.26,9.6,1.43,3.91,0.27,0.07,0.4
BWI,BUF,20-Apr,43,90.7,90.7,93.02,0,0,4.86,1.15,9.44,4.95,0.02,0.27,0.02,3.74
BWI,CLE,20-Apr,28,96.43,96.43,96.43,0,0,1.43,1.86,10.39,1.86,1.57,0.81,1.5,1.89
BWI,CLT,20-Apr,136,97.79,97.06,98.53,0,0,0.93,1.4,10.69,1.2,1.31,1.26,0.15,0.29
BWI,CVG,20-Apr,58,91.38,91.38,87.93,0,0,5.5,1.51,10.28,6.03,0.88,0.73,1.26,6.43
BWI,DAL,20-Apr,55,94.55,92.73,81.82,0,0,1.98,2.1,10.56,2.73,2.29,0.36,7.87,7.51
BWI,DCA,20-Apr,1,0,0,0,0,0,36,3.2,13,39,0,0,0,27
BWI,DEN,20-Apr,97,96.91,96.91,98.97,0,0,2.04,1.33,9.92,2.49,1.46,0.92,0.15,1.05
BWI,DFW,20-Apr,41,97.56,97.56,87.8,0,0,0.61,1.99,12.1,1.22,2.78,4.73,6.07,3.59
BWI,DTW,20-Apr,70,98.57,97.14,97.14,0,0,0.81,1.92,11.06,1.57,0.31,0.59,2.31,1.46
BWI,FLL,20-Apr,135,99.26,98.52,98.52,0,0,0.29,1.75,10.15,0.91,0.19,2.29,1.22,0.82
BWI,HOU,20-Apr,52,94.23,94.23,78.85,0,0,1.88,2.17,10.62,2.69,0.81,0.62,7.35,6.9
BWI,IAD,20-Apr,4,100,100,100,0,0,0,2.28,11.75,0.25,2.5,0.13,4,0
BWI,IAH,20-Apr,16,100,100,93.75,0,0,0,0.74,9.88,0,6.56,2.38,6.69,4.31
BWI,IND,20-Apr,37,97.3,97.3,100,0,0,0.51,2.11,10.43,1.16,0.08,0.41,1.11,0.73
BWI,ISP,20-Apr,40,100,100,100,0,0,0.2,1.67,9.93,0.35,0.33,0,0,0
BWI,JAX,20-Apr,74,98.65,97.3,100,0,0,0.39,1.44,9.57,0.95,0.53,0.89,0.72,0.57
BWI,LAS,20-Apr,59,94.92,94.92,94.92,0,0,3,0.95,9.41,3.05,1.14,0.59,0.83,2.63
BWI,LAX,20-Apr,22,100,100,100,0,0,0.23,1.44,10.14,0.59,1.59,0.14,0.5,0.18
BWI,MCI,20-Apr,22,100,100,100,0,0,0,2.1,10.41,0.91,1.05,0.17,1.95,0.45
BWI,MCO,20-Apr,150,95.33,94.67,97.33,0,0,2.54,1.28,9.77,2.75,0.51,1.81,0.35,1.39
BWI,MDW,20-Apr,97,96.91,96.91,96.91,0,0,1.03,1.81,10.2,1.42,0.39,1.7,1.09,1.05
BWI,MEM,20-Apr,27,96.3,96.3,92.59,0,0,2,2.21,10.63,2.33,2.74,0.43,5.67,4.96
BWI,MHT,20-Apr,71,98.59,97.18,98.59,0,0,0.66,1.49,9.77,1.06,0.94,0.27,0,0.37
BWI,MIA,20-Apr,4,100,100,100,0,0,0,1.75,12,0,0.25,0.2,0,0
BWI,MKE,20-Apr,42,97.62,97.62,97.62,0,0,1.55,1.44,9.81,1.69,1.26,0.6,0.31,0.88
BWI,MSP,20-Apr,59,100,100,96.61,0,0,0.12,1.45,10.76,0.56,1.39,0.3,3.08,1.32
BWI,MSY,20-Apr,42,97.62,95.24,97.62,0,0,1.52,1.59,10.17,1.76,0.93,0.79,2.26,2.81
BWI,OAK,20-Apr,7,71.43,57.14,71.43,0,0,47.57,2.39,11.29,48.14,1.29,0.41,1.57,46
BWI,ONT,20-Apr,30,33.33,33.33,36.67,0,0,36.2,1.89,11.37,37.7,2.7,1.85,3.8,40.13
BWI,ORD,20-Apr,56,96.43,96.43,98.21,0,0,2.64,0.88,10.14,2.7,0.52,3.77,0.52,2.11
BWI,PBI,20-Apr,70,95.71,95.71,95.71,0,0,1.63,1.45,9.71,1.96,0.31,0.12,0.71,1.31
BWI,PDX,20-Apr,30,46.67,36.67,46.67,0,0,25.83,4.14,13.67,29.6,0.33,0.15,1,27.9
BWI,PHL,20-Apr,44,88.64,88.64,90.91,0,0,6,2.7,12.36,6.64,7.73,2.35,1.7,5.07
BWI,PHX,20-Apr,34,100,100,91.18,0,0,0.32,1.87,10.74,0.88,1.79,0.31,4.35,3.15
BWI,PIT,20-Apr,42,97.62,97.62,97.62,0,0,0.71,2.26,11.1,0.6,0.17,0.6,0.74,0.5
BWI,PVD,20-Apr,86,97.67,96.51,98.84,0,0,0.88,1.23,9.47,1.15,3.59,0.14,0.27,0.72
BWI,RDU,20-Apr,63,95.24,95.24,96.83,0,0,2.41,1.17,9.46,2.62,0.11,0.48,0.27,1.73
BWI,RSW,20-Apr,71,97.18,97.18,95.77,0,0,1.35,1.63,10.06,1.76,0.32,1.23,0.8,1.42
BWI,SAN,20-Apr,34,97.06,88.24,85.29,0,0,1.62,4.29,12.88,3.68,2.38,0.05,8.26,5.82
BWI,SAT,20-Apr,33,93.94,93.94,69.7,0,0,2.24,1.34,9.64,2.45,1.24,0.29,10.12,10.03
BWI,SDF,20-Apr,40,97.5,97.5,97.5,0,0,1.23,1.61,9.93,1.35,1.98,0.44,1.27,1.45
BWI,SEA,20-Apr,6,100,100,100,0,0,0,0.87,9.5,0.33,0.67,1.35,0,0
BWI,SJC,20-Apr,3,100,100,100,0,0,0,2.97,11.67,0,0,0,0,0
BWI,SJU,20-Apr,39,92.31,92.31,89.74,0,0,2.51,2.25,10.79,3.44,0.46,1.88,1.46,2.97
BWI,SLC,20-Apr,11,90.91,90.91,100,0,0,2,1.31,9.64,1.82,4.64,0.78,1.36,1.91
BWI,SMF,20-Apr,1,100,100,100,0,0,2,0,7,0,3,0,0,0
BWI,STL,20-Apr,58,100,98.28,98.28,0,0,0.48,2.04,10.26,1.03,0.09,0.36,2.59,1.57
BWI,TPA,20-Apr,137,86.13,86.13,83.21,0,0,5.95,2.34,11,7.07,0.77,0.56,2.21,7.41
CLE,ATL,20-Apr,90,98.89,95.56,98.89,0,0,0.6,1.8,10.87,1.44,0.03,0.42,1.33,0.64
CLE,BNA,20-Apr,35,100,100,97.14,0,0,0.03,3.11,10.34,1.49,0.43,0.71,2.03,0.83
CLE,BOS,20-Apr,17,94.12,94.12,94.12,0,0,2.71,1.56,11.06,3.53,0.41,1.13,0,1.94
CLE,BUF,20-Apr,1,0,0,0,0,0,37,7.2,15,44,8,0,15,52
CLE,BWI,20-Apr,28,100,100,100,0,0,0.07,2.78,9.89,0.93,0.86,1.73,0.07,0
CLE,CLT,20-Apr,29,100,100,100,0,0,0.28,2,12.07,0.9,2.93,2.39,0.28,0
CLE,DCA,20-Apr,3,100,100,100,0,0,0,0.17,10.33,0,6.33,3.63,0,0
CLE,DEN,20-Apr,48,100,97.92,97.92,0,0,0.33,2.81,11,1.65,1.94,0.81,1.44,1.15
CLE,DFW,20-Apr,56,100,96.43,92.86,0,0,0.13,2.84,12.89,1.43,2.8,7.24,6.71,4.54
CLE,DTW,20-Apr,83,98.8,96.39,97.59,0,0,1.86,1.71,10.95,2.94,2,1.08,1.33,2.42
CLE,EWR,20-Apr,7,100,100,100,0,0,0,3.3,13.71,0.14,1.57,0.66,1.29,0
CLE,FLL,20-Apr,28,96.43,92.86,100,0,0,1,2.11,11.71,2,0.04,3.29,0.04,0.5
CLE,HOU,20-Apr,2,50,50,50,0,0,15,9.3,18.5,23.5,0,5.1,5,19
CLE,IAD,20-Apr,11,100,100,100,0,0,0,2.07,12.09,0,0,0.27,0,0
CLE,IAH,20-Apr,33,100,87.88,84.85,0,0,0.52,6.26,16.42,3.97,4.39,1.79,5.79,4.42
CLE,LAS,20-Apr,11,100,90.91,100,0,0,1.27,1.28,9.91,1.45,1.36,1.13,0.64,0.55
CLE,LAX,20-Apr,6,66.67,66.67,83.33,0,0,22,1.08,11.5,22.17,0.33,4.57,2.33,15.83
CLE,LGA,20-Apr,6,100,83.33,100,0,0,1.33,7.83,18.33,4.83,2,1.07,0,0
CLE,MCO,20-Apr,50,92,92,92,0,0,3.18,2.9,12.12,4.38,0.14,3.76,0.98,2.64
CLE,MDW,20-Apr,50,98,96,100,0,0,0.42,2.1,9.16,1.44,0.28,0.17,0.32,0.34
CLE,MIA,20-Apr,17,100,100,94.12,0,0,0,4.22,14.41,0.88,0.53,2.2,1.41,1.12
CLE,MKE,20-Apr,10,100,100,100,0,0,0,0.38,6.7,0,0.2,0.56,0.1,0
CLE,MSP,20-Apr,23,95.65,91.3,78.26,0,0,3.52,3.4,13.22,6.3,3.61,0.01,5.61,8
CLE,MSY,20-Apr,3,100,100,100,0,0,0,2.33,11.67,0,0,0.2,0,0
CLE,ONT,20-Apr,1,100,100,100,0,0,0,6.5,17,7,0,0.8,0,3
CLE,ORD,20-Apr,101,98.02,98.02,98.02,0,0,1.04,1.47,11.06,1.33,0.47,2.78,0.16,0.87
CLE,PBI,20-Apr,2,0,0,0,0,0,38,1.75,11.5,39.5,2,0,5.5,43.5
CLE,PHL,20-Apr,31,96.77,93.55,96.77,0,0,1.16,4.23,14.68,2.77,7.55,2.05,1,0.74
CLE,PHX,20-Apr,21,100,95.24,90.48,0,0,0.57,2.2,9.43,1.52,2.52,0.15,5.24,4.1
CLE,PVD,20-Apr,1,100,100,100,0,0,0,3.5,14,4,0,0,0,0
CLE,RSW,20-Apr,28,92.86,92.86,92.86,0,0,2.39,2.18,11.89,3.14,0.5,0.33,0.93,2.71
CLE,SFO,20-Apr,1,100,100,100,0,0,0,0,9,0,0,0,0,0
CLE,SLC,20-Apr,1,100,100,100,0,0,0,0,10,0,8,2.9,0,0
CLE,STL,20-Apr,29,100,96.55,100,0,0,0,2.24,9.14,1.1,0.14,0.19,1.14,0.52
CLE,TPA,20-Apr,13,92.31,84.62,92.31,0,0,5.62,2.56,11.31,6.46,0,1.46,0.15,4.69
CLE,TUS,20-Apr,1,0,0,100,0,0,18,0,9,17,0,0.3,0,9
CLT,ATL,20-Apr,131,98.47,99.24,98.47,0,0,1.2,0.98,13.65,1.21,0.44,0.17,0.53,0.97
CLT,AUS,20-Apr,61,96.72,96.72,91.8,0,0,0.69,1.88,13.59,1,0.54,1.19,6.54,3.1
CLT,BDL,20-Apr,60,100,98.33,98.33,0,0,0.47,2.02,13.88,0.77,1.83,0.71,0.28,0.32
CLT,BNA,20-Apr,98,93.88,92.86,94.9,0,0,2.76,2.21,13.95,3.32,1.32,0.67,0.11,2.07
CLT,BOS,20-Apr,140,95.71,95.71,97.86,0,0,2.39,1.96,13.66,2.43,1.51,1.48,0,1.13
CLT,BUF,20-Apr,40,100,97.5,100,0,0,0.4,1.98,13.73,0.65,2,0.64,0.58,0.08
CLT,BWI,20-Apr,122,97.54,94.26,98.36,0,0,1.31,3.45,14.48,2.72,1.26,0.95,0.61,0.65
CLT,CLE,20-Apr,27,96.3,96.3,92.59,0,0,2.11,1.07,12.78,2.22,4.3,0.72,1.41,2.78
CLT,CVG,20-Apr,1,100,100,100,0,0,0,2.1,15,0,0,2.4,0,0
CLT,DAL,20-Apr,29,96.55,93.1,96.55,0,0,1.38,2.47,11.83,2.62,1.69,0.09,3.9,3.38
CLT,DCA,20-Apr,139,96.4,95.68,98.56,0,0,1.96,1.87,13.7,2.32,1.66,1.05,0.01,1.17
CLT,DEN,20-Apr,88,94.32,94.32,95.45,0,0,2.66,1.93,13.9,3.07,3.7,1.12,2.52,2.86
CLT,DFW,20-Apr,107,97.2,99.07,93.46,0,0,0.73,1.32,13.01,0.82,1.56,4.19,4.46,2.6
CLT,DTW,20-Apr,105,94.29,95.24,94.29,0,0,1.6,1.56,14.14,1.82,0.94,0.62,1.23,1.62
CLT,EWR,20-Apr,49,89.8,89.8,100,0,0,3.2,2.16,14.12,3.59,0.63,0.68,0,0.94
CLT,FLL,20-Apr,88,94.32,94.32,96.59,0,0,2.56,1.45,13.19,2.61,0.52,0.58,0.35,1.63
CLT,HOU,20-Apr,15,93.33,93.33,93.33,0,0,2.73,3.42,13,4.73,1.2,0.33,2.27,3.27
CLT,IAD,20-Apr,24,95.83,91.67,95.83,0,0,3.17,3.7,15.83,4.54,3.67,0.02,1.25,3.5
CLT,IAH,20-Apr,77,97.4,97.4,97.4,0,0,1.08,2.03,14.51,1.55,1.05,1.43,2.71,1.79
CLT,IND,20-Apr,80,95,95,96.25,0,0,2.49,3.19,15.51,3.16,3.19,1.52,2.19,3.13
CLT,JAX,20-Apr,58,94.83,93.1,94.83,0,0,3.02,1.87,13.81,3.33,0.67,0.49,0.07,2.21
CLT,JFK,20-Apr,43,90.7,90.7,95.35,0,0,3.09,2.94,15.23,3.81,0.51,0.21,0.21,1.56
CLT,LAS,20-Apr,59,100,98.31,89.83,0,0,0.22,1.34,12.85,0.88,0.97,1.07,6.2,3.8
CLT,LAX,20-Apr,83,95.18,95.18,97.59,0,0,0.99,1.37,13.17,1.08,1.18,0.64,2.4,1.52
CLT,LGA,20-Apr,63,87.3,87.3,98.41,0,0,4.27,0.77,11.98,3.97,0.86,0.89,0,0.68
CLT,MCI,20-Apr,49,95.92,93.88,93.88,0,0,1.02,1.75,13.57,1.43,2.78,2.04,4.16,2.82
CLT,MCO,20-Apr,146,97.95,97.95,99.32,0,0,0.92,1.8,13.38,1.18,1.09,3.38,0.23,0.54
CLT,MDW,20-Apr,32,96.88,96.88,100,0,0,0.78,3.77,12.94,2.56,0.66,0.62,0.53,0.47
CLT,MEM,20-Apr,46,100,100,100,0,0,0.5,1.47,13.54,0.72,1.61,0.28,1.04,0.54
CLT,MHT,20-Apr,6,100,100,100,0,0,0,3.6,16.5,1.5,1.67,1.1,0,0
CLT,MIA,20-Apr,120,90.83,90.83,95,0,0,4.07,1.84,13.75,4.31,1.35,0.34,0.1,2.36
CLT,MKE,20-Apr,4,75,75,75,0,0,8.25,2.4,15,8.5,0,0.2,0,5.5
CLT,MSP,20-Apr,51,96.08,96.08,96.08,0,0,1.82,1.21,13.02,1.69,2,0.2,0.76,1.22
CLT,MSY,20-Apr,85,95.29,94.12,92.94,0,0,2.48,3.32,15.13,3.52,2.05,1.42,3.25,4.06
CLT,OMA,20-Apr,34,100,100,97.06,0,0,0.47,1.99,14,0.85,2.06,1.8,1.44,0.94
